Mode,Cavity,Freqm,PMs,PMm,%Error,EMBm,EMBs,PPs,Ps,PMm,SD,Tolerance,%Tol/Mean,Mean+3SD,Mean-3SD,Max,Min,%Error,OOB,Size,Marki,5%
mode medium,0,5.000,800.000,717.000,-10.300,16.800,16.740,130.000,365.000,0.717,0.021,0.064,0.089,0.781,0.654,0.764,0.652,-10.300,0.000,100.000,22.000,1.000
mode medium,0,6.000,800.000,738.000,-7.800,16.600,16.620,130.000,333.000,0.738,0.028,0.084,0.114,0.822,0.653,0.836,0.660,-7.800,0.000,100.000,25.000,1.000
mode medium,0,8.000,800.000,783.000,-2.100,17.050,17.060,130.000,291.000,0.783,0.038,0.115,0.147,0.898,0.668,0.865,0.687,-2.100,0.000,100.000,34.000,0.000
mode medium,1,5.000,800.000,739.000,-7.600,16.720,16.740,130.000,365.000,0.739,0.016,0.047,0.064,0.786,0.691,0.786,0.699,-7.600,0.000,100.000,22.000,1.000
mode medium,1,6.000,800.000,759.000,-5.100,16.650,16.620,130.000,333.000,0.759,0.047,0.142,0.187,0.901,0.617,0.878,0.667,-5.100,0.000,100.000,26.000,1.000
mode medium,1,8.000,800.000,797.000,-0.300,17.060,17.060,130.000,291.000,0.797,0.022,0.067,0.085,0.865,0.730,0.855,0.746,-0.300,0.000,100.000,34.000,0.000
mode medium,2,5.000,800.000,789.000,-1.400,16.720,16.740,130.000,365.000,0.789,0.022,0.067,0.084,0.855,0.722,0.833,0.732,-1.400,0.000,100.000,22.000,0.000
mode medium,2,6.000,800.000,799.000,-0.100,16.650,16.620,130.000,333.000,0.799,0.036,0.108,0.136,0.907,0.691,0.870,0.722,-0.100,0.000,100.000,26.000,0.000
mode medium,2,8.000,800.000,822.000,2.800,17.070,17.060,130.000,291.000,0.822,0.016,0.047,0.057,0.870,0.775,0.868,0.786,2.800,0.000,100.000,34.000,0.000
mode medium,3,5.000,800.000,782.000,-2.200,16.720,16.740,130.000,365.000,0.782,0.011,0.033,0.042,0.815,0.750,0.823,0.764,-2.200,0.000,100.000,22.000,0.000
mode medium,3,6.000,800.000,804.000,0.400,16.630,16.620,130.000,333.000,0.804,0.022,0.067,0.084,0.871,0.736,0.865,0.749,0.400,0.000,100.000,26.000,0.000
mode medium,3,8.000,800.000,804.000,0.500,17.050,17.060,130.000,291.000,0.804,0.013,0.039,0.049,0.843,0.764,0.853,0.764,0.500,0.000,100.000,34.000,0.000
mode medium,0,10.000,800.000,748.000,-6.600,16.990,17.010,130.000,365.000,0.748,0.020,0.060,0.081,0.808,0.687,0.791,0.694,-6.600,0.000,100.000,42.000,1.000
mode medium,3,10.000,800.000,795.000,-0.600,17.000,17.010,130.000,365.000,0.795,0.019,0.056,0.070,0.851,0.739,0.836,0.751,-0.600,0.000,100.000,42.000,0.000
mode medium,0,15.000,800.000,764.000,-4.400,17.060,17.050,130.000,365.000,0.764,0.031,0.093,0.121,0.857,0.672,0.846,0.699,-4.400,0.000,100.000,61.000,0.000
mode medium,3,15.000,800.000,781.000,-2.300,17.090,17.050,130.000,365.000,0.781,0.026,0.078,0.100,0.860,0.703,0.841,0.709,-2.300,0.000,100.000,61.000,0.000
mode medium,0,20.000,800.000,773.000,-3.400,17.180,17.190,130.000,365.000,0.773,0.031,0.094,0.121,0.867,0.679,0.833,0.712,-3.400,0.000,100.000,81.000,0.000
mode medium,0,25.000,800.000,776.000,-3.000,16.710,16.700,130.000,326.000,0.776,0.053,0.158,0.203,0.934,0.619,0.932,0.620,-3.000,1.000,100.000,101.000,0.000
mode medium,0,30.000,800.000,804.000,0.500,17.160,17.070,130.000,299.000,0.804,0.034,0.101,0.126,0.905,0.703,0.885,0.709,0.500,0.000,100.000,114.000,0.000
mode medium,0,35.000,800.000,802.000,0.300,17.170,17.190,130.000,282.000,0.802,0.024,0.073,0.091,0.875,0.730,0.858,0.729,0.300,0.000,100.000,137.000,0.000
mode medium,0,40.000,800.000,804.000,0.400,17.240,17.240,130.000,271.000,0.804,0.018,0.054,0.067,0.857,0.750,0.843,0.769,0.400,0.000,100.000,159.000,0.000
mode medium,0,50.000,800.000,795.000,-0.700,17.110,17.100,130.000,267.000,0.795,0.020,0.060,0.076,0.855,0.734,0.836,0.754,-0.700,0.000,100.000,197.000,0.000
mode medium,0,60.000,800.000,787.000,-1.600,17.100,17.120,130.000,271.000,0.787,0.026,0.078,0.099,0.865,0.709,0.848,0.719,-1.600,0.000,100.000,231.000,0.000
mode medium,0,70.000,800.000,795.000,-0.700,17.310,17.320,130.000,268.000,0.795,0.032,0.096,0.120,0.890,0.699,0.851,0.709,-0.700,0.000,100.000,276.000,0.000
mode medium,0,5.000,1000.000,930.000,-7.000,20.630,20.640,130.000,376.000,0.930,0.026,0.077,0.083,1.007,0.853,0.984,0.868,-7.000,0.000,100.000,22.000,1.000
mode medium,0,6.000,1000.000,948.000,-5.200,20.380,20.450,130.000,341.000,0.948,0.073,0.219,0.231,1.167,0.729,1.183,0.781,-5.200,2.000,100.000,26.000,1.000
mode medium,0,8.000,1000.000,977.000,-2.300,20.710,20.700,130.000,298.000,0.977,0.051,0.154,0.157,1.130,0.823,1.108,0.863,-2.300,0.000,100.000,34.000,0.000
mode medium,1,5.000,1000.000,954.000,-4.600,20.620,20.640,130.000,376.000,0.954,0.039,0.118,0.124,1.072,0.836,1.061,0.875,-4.600,0.000,100.000,22.000,0.000
mode medium,1,6.000,1000.000,969.000,-3.100,20.460,20.450,130.000,341.000,0.969,0.066,0.198,0.205,1.167,0.770,1.138,0.831,-3.100,0.000,100.000,26.000,0.000
mode medium,1,8.000,1000.000,995.000,-0.500,20.710,20.700,130.000,298.000,0.995,0.024,0.073,0.073,1.068,0.922,1.041,0.942,-0.500,0.000,100.000,34.000,0.000
mode medium,2,5.000,1000.000,1020.000,2.000,20.590,20.640,130.000,376.000,1.020,0.048,0.144,0.141,1.164,0.876,1.143,0.888,2.000,0.000,100.000,22.000,0.000
mode medium,2,6.000,1000.000,1001.000,0.100,20.460,20.450,130.000,341.000,1.001,0.048,0.145,0.145,1.146,0.857,1.121,0.885,0.100,0.000,100.000,26.000,0.000
mode medium,2,8.000,1000.000,1017.000,1.700,20.700,20.700,130.000,298.000,1.017,0.020,0.059,0.058,1.076,0.957,1.059,0.972,1.700,0.000,100.000,33.000,0.000
mode medium,3,5.000,1000.000,996.000,-0.400,20.620,20.640,130.000,376.000,0.996,0.017,0.051,0.051,1.047,0.945,1.039,0.945,-0.400,0.000,100.000,22.000,0.000
mode medium,3,6.000,1000.000,1014.000,1.400,20.450,20.450,130.000,341.000,1.014,0.040,0.120,0.118,1.134,0.894,1.108,0.917,1.400,0.000,100.000,26.000,0.000
mode medium,3,8.000,1000.000,1010.000,1.000,20.700,20.700,130.000,298.000,1.010,0.014,0.043,0.042,1.053,0.968,1.049,0.979,1.000,0.000,100.000,34.000,0.000
mode medium,0,10.000,1000.000,948.000,-5.200,20.830,20.840,130.000,376.000,0.948,0.043,0.128,0.135,1.076,0.820,1.054,0.863,-5.200,0.000,100.000,40.000,1.000
mode medium,3,10.000,1000.000,1011.000,1.100,20.800,20.840,130.000,376.000,1.011,0.039,0.117,0.116,1.128,0.894,1.128,0.898,1.100,0.000,100.000,42.000,0.000
mode medium,0,15.000,1000.000,965.000,-3.500,20.710,20.720,130.000,376.000,0.965,0.052,0.156,0.162,1.121,0.809,1.081,0.875,-3.500,0.000,100.000,58.000,0.000
mode medium,3,15.000,1000.000,986.000,-1.400,20.720,20.720,130.000,376.000,0.986,0.050,0.151,0.153,1.136,0.835,1.096,0.870,-1.400,0.000,100.000,58.000,0.000
mode medium,0,20.000,1000.000,975.000,-2.500,20.710,20.630,130.000,376.000,0.975,0.047,0.141,0.145,1.116,0.833,1.093,0.885,-2.500,0.000,100.000,81.000,0.000
mode medium,0,25.000,1000.000,997.000,-0.300,20.750,20.710,130.000,334.000,0.997,0.061,0.183,0.183,1.179,0.814,1.153,0.759,-0.300,1.000,100.000,101.000,0.000
mode medium,0,30.000,1000.000,999.000,-0.100,20.990,20.970,130.000,306.000,0.999,0.028,0.084,0.084,1.083,0.915,1.076,0.945,-0.100,0.000,100.000,121.000,0.000
mode medium,0,35.000,1000.000,1002.000,0.200,20.980,21.000,130.000,289.000,1.002,0.028,0.085,0.085,1.087,0.917,1.054,0.937,0.200,0.000,100.000,137.000,0.000
