Mode,Cavity,Freqm,PMs,PMm,%Error,EMBm,EMBs,PPs,Ps,PMm,SD,Tolerance,%Tol/Mean,Mean+3SD,Mean-3SD,Max,Min,%Error,OOB,Size,Marki,5%
mode longLarge,0,5.000,2500.000,2468.000,-1.300,45.690,45.710,130.000,564.000,2.468,0.040,0.121,0.049,2.589,2.348,2.536,2.348,-1.300,0.000,100.000,22.000,0.000
mode longLarge,0,6.000,2500.000,2461.000,-1.600,45.670,45.700,130.000,524.000,2.461,0.028,0.085,0.035,2.546,2.376,2.549,2.395,-1.600,0.000,100.000,26.000,0.000
mode longLarge,0,8.000,2500.000,2434.000,-2.600,46.270,46.320,130.000,484.000,2.434,0.028,0.085,0.035,2.519,2.349,2.526,2.353,-2.600,0.000,100.000,34.000,0.000
mode longLarge,1,5.000,2500.000,2482.000,-0.700,45.690,45.710,130.000,564.000,2.482,0.020,0.060,0.024,2.542,2.422,2.524,2.437,-0.700,0.000,100.000,22.000,0.000
mode longLarge,1,6.000,2500.000,2493.000,-0.300,45.700,45.700,130.000,524.000,2.493,0.023,0.070,0.028,2.563,2.422,2.546,2.440,-0.300,0.000,100.000,26.000,0.000
mode longLarge,1,8.000,2500.000,2474.000,-1.000,46.290,46.320,130.000,484.000,2.474,0.015,0.046,0.019,2.520,2.428,2.509,2.435,-1.000,0.000,100.000,34.000,0.000
mode longLarge,2,5.000,2500.000,2538.000,1.500,45.680,45.710,130.000,564.000,2.538,0.024,0.072,0.028,2.609,2.466,2.603,2.487,1.500,0.000,100.000,22.000,0.000
mode longLarge,2,6.000,2500.000,2556.000,2.200,45.700,45.700,130.000,524.000,2.556,0.017,0.050,0.020,2.607,2.506,2.606,2.514,2.200,0.000,100.000,26.000,0.000
mode longLarge,2,8.000,2500.000,2553.000,2.100,46.300,46.320,130.000,484.000,2.553,0.017,0.050,0.019,2.603,2.504,2.593,2.514,2.100,0.000,100.000,34.000,0.000
mode longLarge,3,5.000,2500.000,2531.000,1.200,45.710,45.710,130.000,564.000,2.531,0.030,0.089,0.035,2.620,2.443,2.606,2.469,1.200,0.000,100.000,19.000,0.000
mode longLarge,3,6.000,2500.000,2516.000,0.600,45.690,45.700,130.000,524.000,2.516,0.014,0.042,0.017,2.559,2.474,2.549,2.479,0.600,0.000,100.000,26.000,0.000
mode longLarge,3,8.000,2500.000,2521.000,0.800,46.290,46.320,130.000,484.000,2.521,0.016,0.049,0.019,2.570,2.472,2.559,2.482,0.800,0.000,100.000,34.000,0.000
mode longLarge,0,10.000,2500.000,2467.000,-1.300,45.780,45.820,130.000,564.000,2.467,0.037,0.110,0.045,2.577,2.356,2.529,2.355,-1.300,0.000,100.000,42.000,0.000
mode longLarge,3,10.000,2500.000,2529.000,1.200,45.780,45.820,130.000,564.000,2.529,0.028,0.083,0.033,2.612,2.446,2.586,2.452,1.200,0.000,100.000,42.000,0.000
mode longLarge,0,15.000,2500.000,2492.000,-0.300,46.350,46.370,130.000,564.000,2.492,0.046,0.139,0.056,2.630,2.353,2.578,2.385,-0.300,0.000,100.000,62.000,0.000
mode longLarge,3,15.000,2500.000,2518.000,0.700,46.370,46.370,130.000,564.000,2.518,0.039,0.116,0.046,2.634,2.401,2.626,2.430,0.700,0.000,100.000,61.000,0.000
mode longLarge,0,20.000,2500.000,2510.000,0.400,46.720,46.650,130.000,564.000,2.510,0.048,0.143,0.057,2.653,2.367,2.601,2.375,0.400,0.000,100.000,81.000,0.000
mode longLarge,0,25.000,2500.000,2511.000,0.400,47.160,47.130,130.000,516.000,2.511,0.045,0.134,0.053,2.645,2.377,2.596,2.410,0.400,0.000,100.000,100.000,0.000
mode longLarge,0,30.000,2500.000,2509.000,0.300,47.550,47.540,130.000,489.000,2.509,0.064,0.193,0.077,2.702,2.316,2.621,2.331,0.300,0.000,100.000,121.000,0.000
