Mode,Cavity,Freqm,PMs,PMm,%Error,EMBm,EMBs,PPs,Ps,PMm,SD,Tolerance,%Tol/Mean,Mean+3SD,Mean-3SD,Max,Min,%Error,OOB,Size,Marki,5%
mode longSmall,3,6.000,200.000,218.000,9.100,19.470,19.480,130.000,303.000,0.218,0.009,0.027,0.125,0.245,0.191,0.251,0.198,9.100,1.000,100.000,26.000,1.000
mode longSmall,3,8.000,200.000,210.000,4.900,18.120,18.100,130.000,275.000,0.210,0.013,0.038,0.180,0.248,0.172,0.237,0.169,4.900,0.000,100.000,34.000,0.000
mode longSmall,0,10.000,200.000,214.000,7.000,20.520,20.490,130.000,322.000,0.214,0.007,0.021,0.098,0.235,0.193,0.235,0.203,7.000,0.000,100.000,42.000,1.000
mode longSmall,3,10.000,200.000,222.000,10.800,20.300,20.490,130.000,322.000,0.222,0.005,0.014,0.063,0.235,0.208,0.232,0.210,10.800,0.000,100.000,42.000,1.000
mode longSmall,0,15.000,200.000,217.000,8.500,20.580,20.490,130.000,322.000,0.217,0.008,0.024,0.110,0.241,0.193,0.236,0.204,8.500,0.000,100.000,57.000,1.000
mode longSmall,3,15.000,200.000,217.000,8.400,20.380,20.490,130.000,322.000,0.217,0.008,0.023,0.104,0.239,0.194,0.233,0.199,8.400,0.000,100.000,61.000,1.000
mode longSmall,0,20.000,200.000,216.000,8.100,20.480,20.490,130.000,322.000,0.216,0.007,0.020,0.093,0.236,0.196,0.233,0.204,8.100,0.000,100.000,81.000,1.000
mode longSmall,0,25.000,200.000,213.000,6.700,19.170,19.260,130.000,299.000,0.213,0.011,0.034,0.158,0.247,0.180,0.240,0.189,6.700,1.000,100.000,99.000,1.000
mode longSmall,0,30.000,200.000,214.000,6.800,18.460,18.370,130.000,281.000,0.214,0.023,0.068,0.318,0.281,0.146,0.273,0.177,6.800,14.000,100.000,121.000,1.000
mode longSmall,0,35.000,200.000,201.000,0.700,17.600,17.780,130.000,267.000,0.201,0.028,0.083,0.413,0.285,0.118,0.255,0.109,0.700,13.000,100.000,138.000,0.000
mode longSmall,0,40.000,200.000,193.000,-3.400,17.380,17.450,130.000,256.000,0.193,0.010,0.031,0.159,0.224,0.162,0.220,0.175,-3.400,0.000,100.000,158.000,0.000
mode longSmall,0,50.000,200.000,192.000,-3.800,17.330,17.350,130.000,242.000,0.192,0.006,0.018,0.091,0.210,0.175,0.207,0.180,-3.800,0.000,100.000,185.000,0.000
mode longSmall,0,60.000,200.000,194.000,-2.800,17.660,17.700,130.000,237.000,0.194,0.009,0.026,0.132,0.220,0.169,0.210,0.174,-2.800,0.000,100.000,231.000,0.000
mode longSmall,0,70.000,200.000,197.000,-1.300,18.070,18.130,130.000,237.000,0.197,0.012,0.035,0.175,0.232,0.163,0.220,0.167,-1.300,0.000,100.000,280.000,0.000
mode longSmall,0,80.000,200.000,199.000,-0.700,18.190,18.250,130.000,240.000,0.199,0.015,0.045,0.226,0.243,0.154,0.228,0.160,-0.700,0.000,100.000,323.000,0.000
mode longSmall,0,5.000,300.000,300.000,-0.000,28.610,28.530,130.000,337.000,0.300,0.007,0.022,0.075,0.322,0.277,0.323,0.287,-0.000,0.000,100.000,22.000,0.000
mode longSmall,0,6.000,300.000,303.000,1.000,27.130,27.100,130.000,316.000,0.303,0.012,0.037,0.122,0.340,0.266,0.328,0.274,1.000,0.000,100.000,26.000,0.000
mode longSmall,0,8.000,300.000,299.000,-0.400,25.290,25.230,130.000,283.000,0.299,0.038,0.113,0.377,0.411,0.186,0.435,0.222,-0.400,12.000,100.000,34.000,0.000
mode longSmall,1,5.000,300.000,299.000,-0.400,28.560,28.530,130.000,337.000,0.299,0.008,0.025,0.083,0.324,0.274,0.315,0.273,-0.400,0.000,100.000,22.000,0.000
mode longSmall,1,6.000,300.000,314.000,4.700,27.130,27.100,130.000,316.000,0.314,0.012,0.036,0.116,0.350,0.278,0.353,0.282,4.700,0.000,100.000,24.000,0.000
mode longSmall,1,8.000,300.000,313.000,4.500,25.240,25.230,130.000,283.000,0.313,0.038,0.114,0.365,0.428,0.199,0.396,0.224,4.500,19.000,100.000,34.000,0.000
mode longSmall,2,5.000,300.000,317.000,5.800,28.500,28.530,130.000,337.000,0.317,0.004,0.013,0.041,0.330,0.304,0.330,0.309,5.800,0.000,100.000,21.000,1.000
mode longSmall,2,6.000,300.000,334.000,11.400,27.130,27.100,130.000,316.000,0.334,0.006,0.017,0.050,0.351,0.317,0.350,0.315,11.400,0.000,100.000,26.000,1.000
mode longSmall,2,8.000,300.000,325.000,8.300,25.230,25.230,130.000,283.000,0.325,0.038,0.114,0.351,0.439,0.211,0.425,0.232,8.300,20.000,100.000,33.000,1.000
mode longSmall,3,5.000,300.000,327.000,9.000,28.460,28.530,130.000,337.000,0.327,0.006,0.019,0.059,0.346,0.308,0.351,0.313,9.000,0.000,100.000,21.000,1.000
mode longSmall,3,6.000,300.000,319.000,6.300,27.140,27.100,130.000,316.000,0.319,0.008,0.024,0.077,0.343,0.294,0.337,0.300,6.300,0.000,100.000,26.000,1.000
mode longSmall,3,8.000,300.000,309.000,3.000,25.280,25.230,130.000,283.000,0.309,0.017,0.052,0.168,0.361,0.257,0.356,0.271,3.000,0.000,100.000,34.000,0.000
mode longSmall,0,10.000,300.000,311.000,3.800,28.530,28.530,130.000,337.000,0.311,0.012,0.036,0.116,0.347,0.275,0.335,0.290,3.800,0.000,100.000,42.000,0.000
mode longSmall,3,10.000,300.000,320.000,6.700,28.400,28.530,130.000,337.000,0.320,0.007,0.022,0.069,0.342,0.298,0.339,0.305,6.700,0.000,100.000,42.000,1.000
mode longSmall,0,15.000,300.000,313.000,4.400,28.560,28.530,130.000,337.000,0.313,0.012,0.037,0.118,0.350,0.276,0.335,0.286,4.400,0.000,100.000,55.000,0.000
mode longSmall,3,15.000,300.000,313.000,4.400,28.510,28.530,130.000,337.000,0.313,0.012,0.036,0.116,0.349,0.277,0.335,0.288,4.400,0.000,100.000,62.000,0.000
mode longSmall,0,20.000,300.000,314.000,4.600,28.510,28.530,130.000,337.000,0.314,0.013,0.039,0.126,0.353,0.274,0.338,0.279,4.600,0.000,100.000,81.000,0.000
mode longSmall,0,25.000,300.000,315.000,4.900,26.890,26.790,130.000,311.000,0.315,0.021,0.063,0.200,0.377,0.252,0.360,0.263,4.900,0.000,100.000,100.000,0.000
mode longSmall,0,30.000,300.000,311.000,3.600,25.750,25.590,130.000,290.000,0.311,0.029,0.088,0.283,0.399,0.223,0.407,0.213,3.600,6.000,100.000,118.000,0.000
mode longSmall,0,35.000,300.000,295.000,-1.500,24.850,24.830,130.000,274.000,0.295,0.025,0.074,0.250,0.369,0.222,0.364,0.203,-1.500,3.000,100.000,136.000,0.000
mode longSmall,0,40.000,300.000,284.000,-5.300,24.460,24.460,130.000,262.000,0.284,0.013,0.039,0.136,0.323,0.245,0.312,0.239,-5.300,1.000,100.000,158.000,1.000
mode longSmall,0,50.000,300.000,284.000,-5.500,24.540,24.540,130.000,248.000,0.284,0.007,0.021,0.076,0.305,0.262,0.304,0.270,-5.500,0.000,100.000,197.000,1.000
mode longSmall,0,60.000,300.000,289.000,-3.600,25.200,25.200,130.000,244.000,0.289,0.011,0.034,0.118,0.323,0.255,0.314,0.261,-3.600,0.000,100.000,231.000,0.000
mode longSmall,0,70.000,300.000,293.000,-2.300,25.810,25.830,130.000,245.000,0.293,0.015,0.046,0.157,0.339,0.247,0.322,0.258,-2.300,0.000,100.000,277.000,0.000
mode longSmall,0,80.000,300.000,293.000,-2.200,25.820,25.810,130.000,248.000,0.293,0.017,0.052,0.177,0.345,0.241,0.323,0.245,-2.200,0.000,100.000,326.000,0.000
mode longSmall,0,5.000,400.000,416.000,3.900,36.530,36.510,130.000,351.000,0.416,0.012,0.037,0.090,0.453,0.378,0.451,0.382,3.900,0.000,100.000,22.000,0.000
mode longSmall,0,6.000,400.000,409.000,2.300,34.760,34.730,130.000,326.000,0.409,0.021,0.062,0.151,0.471,0.348,0.469,0.370,2.300,0.000,100.000,26.000,0.000
mode longSmall,0,8.000,400.000,402.000,0.500,32.430,32.450,130.000,290.000,0.402,0.040,0.121,0.300,0.523,0.282,0.491,0.280,0.500,6.000,100.000,34.000,0.000
mode longSmall,1,5.000,400.000,402.000,0.500,36.530,36.510,130.000,351.000,0.402,0.011,0.033,0.082,0.435,0.369,0.436,0.375,0.500,0.000,100.000,22.000,0.000
mode longSmall,1,6.000,400.000,416.000,3.900,34.800,34.730,130.000,326.000,0.416,0.026,0.077,0.184,0.492,0.339,0.491,0.357,3.900,2.000,100.000,26.000,0.000
mode longSmall,1,8.000,400.000,420.000,4.900,32.520,32.450,130.000,290.000,0.420,0.035,0.104,0.248,0.524,0.316,0.496,0.313,4.900,3.000,100.000,34.000,0.000
mode longSmall,2,5.000,400.000,454.000,13.500,36.470,36.510,130.000,351.000,0.454,0.009,0.027,0.060,0.481,0.427,0.481,0.434,13.500,1.000,100.000,22.000,1.000
mode longSmall,2,6.000,400.000,454.000,13.400,34.760,34.730,130.000,326.000,0.454,0.013,0.040,0.088,0.494,0.414,0.484,0.419,13.400,4.000,100.000,26.000,1.000
mode longSmall,2,8.000,400.000,429.000,7.300,32.410,32.450,130.000,290.000,0.429,0.039,0.117,0.272,0.546,0.313,0.501,0.327,7.300,12.000,100.000,32.000,1.000
mode longSmall,3,5.000,400.000,441.000,10.300,36.480,36.510,130.000,351.000,0.441,0.007,0.020,0.046,0.461,0.421,0.459,0.424,10.300,0.000,100.000,22.000,1.000
mode longSmall,3,6.000,400.000,444.000,11.100,34.730,34.730,130.000,326.000,0.444,0.017,0.051,0.115,0.495,0.393,0.489,0.412,11.100,3.000,100.000,26.000,1.000
mode longSmall,3,8.000,400.000,419.000,4.700,32.500,32.450,130.000,290.000,0.419,0.027,0.080,0.190,0.498,0.339,0.489,0.365,4.700,2.000,100.000,32.000,0.000
mode longSmall,0,10.000,400.000,410.000,2.400,36.520,36.510,130.000,351.000,0.410,0.021,0.062,0.151,0.472,0.348,0.456,0.372,2.400,0.000,100.000,42.000,0.000
mode longSmall,3,10.000,400.000,448.000,11.900,36.470,36.510,130.000,351.000,0.448,0.009,0.028,0.063,0.476,0.420,0.469,0.429,11.900,0.000,100.000,42.000,1.000
mode longSmall,0,15.000,400.000,427.000,6.700,36.580,36.510,130.000,351.000,0.427,0.027,0.082,0.192,0.509,0.345,0.484,0.377,6.700,1.000,100.000,61.000,1.000
mode longSmall,3,15.000,400.000,430.000,7.600,36.570,36.510,130.000,351.000,0.430,0.024,0.073,0.171,0.504,0.357,0.479,0.379,7.600,0.000,100.000,60.000,1.000
mode longSmall,0,20.000,400.000,429.000,7.300,36.580,36.510,130.000,351.000,0.429,0.024,0.071,0.165,0.500,0.358,0.471,0.375,7.300,0.000,100.000,81.000,1.000
mode longSmall,0,25.000,400.000,424.000,6.000,34.320,34.350,130.000,321.000,0.424,0.024,0.073,0.172,0.497,0.351,0.498,0.365,6.000,1.000,100.000,100.000,1.000
mode longSmall,0,30.000,400.000,416.000,4.100,32.960,32.880,130.000,298.000,0.416,0.045,0.136,0.326,0.552,0.281,0.528,0.280,4.100,10.000,100.000,120.000,0.000
mode longSmall,0,35.000,400.000,390.000,-2.500,31.950,31.980,130.000,280.000,0.390,0.022,0.066,0.169,0.456,0.324,0.436,0.295,-2.500,1.000,100.000,137.000,0.000
mode longSmall,0,40.000,400.000,381.000,-4.700,31.460,31.560,130.000,268.000,0.381,0.016,0.047,0.122,0.428,0.334,0.417,0.305,-4.700,1.000,100.000,159.000,0.000
mode longSmall,0,50.000,400.000,384.000,-4.100,31.680,31.760,130.000,254.000,0.384,0.009,0.026,0.067,0.409,0.358,0.407,0.365,-4.100,0.000,100.000,197.000,0.000
mode longSmall,0,60.000,400.000,391.000,-2.200,32.660,32.670,130.000,251.000,0.391,0.014,0.043,0.111,0.435,0.348,0.422,0.357,-2.200,0.000,100.000,226.000,0.000
mode longSmall,0,70.000,400.000,399.000,-0.300,33.460,33.500,130.000,253.000,0.399,0.017,0.050,0.126,0.449,0.348,0.434,0.352,-0.300,0.000,100.000,278.000,0.000
mode longSmall,0,80.000,400.000,398.000,-0.600,33.390,33.440,130.000,255.000,0.398,0.019,0.058,0.147,0.456,0.339,0.434,0.340,-0.600,0.000,100.000,325.000,0.000
mode longSmall,0,5.000,500.000,513.000,2.700,44.440,44.410,130.000,363.000,0.513,0.025,0.074,0.144,0.587,0.439,0.563,0.461,2.700,0.000,100.000,22.000,0.000
mode longSmall,0,6.000,500.000,529.000,5.800,42.370,42.360,130.000,336.000,0.529,0.021,0.064,0.120,0.593,0.465,0.585,0.486,5.800,0.000,100.000,26.000,1.000
mode longSmall,0,8.000,500.000,497.000,-0.700,39.830,39.760,130.000,296.000,0.497,0.040,0.119,0.240,0.616,0.377,0.585,0.402,-0.700,0.000,100.000,34.000,0.000
mode longSmall,1,5.000,500.000,533.000,6.600,44.400,44.410,130.000,363.000,0.533,0.014,0.043,0.081,0.576,0.490,0.578,0.498,6.600,0.000,100.000,22.000,1.000
mode longSmall,1,6.000,500.000,521.000,4.100,42.320,42.360,130.000,336.000,0.521,0.033,0.099,0.191,0.620,0.421,0.613,0.446,4.100,1.000,100.000,26.000,0.000
mode longSmall,1,8.000,500.000,516.000,3.300,39.850,39.760,130.000,296.000,0.516,0.020,0.061,0.118,0.577,0.456,0.565,0.451,3.300,0.000,100.000,34.000,0.000
mode longSmall,2,5.000,500.000,573.000,14.600,44.390,44.410,130.000,363.000,0.573,0.013,0.040,0.070,0.613,0.533,0.605,0.541,14.600,1.000,100.000,22.000,1.000
mode longSmall,2,6.000,500.000,571.000,14.100,42.370,42.360,130.000,336.000,0.571,0.035,0.104,0.183,0.675,0.466,0.652,0.494,14.100,17.000,100.000,26.000,1.000
mode longSmall,2,8.000,500.000,528.000,5.600,39.800,39.760,130.000,296.000,0.528,0.038,0.115,0.218,0.643,0.413,0.610,0.379,5.600,3.000,100.000,34.000,1.000
mode longSmall,3,5.000,500.000,552.000,10.300,44.360,44.410,130.000,363.000,0.552,0.008,0.025,0.045,0.576,0.527,0.570,0.521,10.300,0.000,100.000,22.000,1.000
mode longSmall,3,6.000,500.000,554.000,10.800,42.390,42.360,130.000,336.000,0.554,0.013,0.038,0.068,0.591,0.516,0.583,0.523,10.800,0.000,100.000,26.000,1.000
mode longSmall,3,8.000,500.000,513.000,2.600,39.830,39.760,130.000,296.000,0.513,0.034,0.101,0.196,0.614,0.413,0.608,0.427,2.600,1.000,100.000,33.000,0.000
mode longSmall,0,10.000,500.000,531.000,6.300,44.410,44.410,130.000,363.000,0.531,0.012,0.037,0.071,0.569,0.494,0.575,0.511,6.300,0.000,100.000,42.000,1.000
mode longSmall,3,10.000,500.000,562.000,12.400,44.380,44.410,130.000,363.000,0.562,0.014,0.042,0.074,0.604,0.520,0.595,0.528,12.400,0.000,100.000,42.000,1.000
mode longSmall,0,15.000,500.000,540.000,8.000,44.440,44.410,130.000,363.000,0.540,0.024,0.073,0.135,0.613,0.468,0.585,0.494,8.000,0.000,100.000,52.000,1.000
mode longSmall,3,15.000,500.000,549.000,9.900,44.390,44.410,130.000,363.000,0.549,0.021,0.062,0.113,0.611,0.487,0.588,0.489,9.900,0.000,100.000,61.000,1.000
mode longSmall,0,20.000,500.000,541.000,8.300,44.430,44.410,130.000,363.000,0.541,0.019,0.057,0.105,0.598,0.485,0.583,0.501,8.300,0.000,100.000,81.000,1.000
mode longSmall,0,25.000,500.000,526.000,5.200,41.790,41.930,130.000,330.000,0.526,0.034,0.102,0.195,0.628,0.423,0.640,0.451,5.200,2.000,100.000,100.000,1.000
mode longSmall,0,30.000,500.000,523.000,4.600,40.360,40.240,130.000,305.000,0.523,0.051,0.152,0.291,0.675,0.371,0.650,0.330,4.600,7.000,100.000,111.000,0.000
mode longSmall,0,35.000,500.000,486.000,-2.800,39.240,39.210,130.000,286.000,0.486,0.015,0.045,0.093,0.531,0.441,0.521,0.454,-2.800,0.000,100.000,137.000,0.000
mode longSmall,0,40.000,500.000,477.000,-4.600,38.730,38.740,130.000,273.000,0.477,0.017,0.050,0.104,0.527,0.427,0.523,0.434,-4.600,0.000,100.000,158.000,0.000
mode longSmall,0,50.000,500.000,480.000,-4.100,39.030,39.010,130.000,260.000,0.480,0.009,0.027,0.057,0.507,0.452,0.506,0.456,-4.100,0.000,100.000,192.000,0.000
mode longSmall,0,60.000,500.000,492.000,-1.600,40.090,40.110,130.000,259.000,0.492,0.017,0.052,0.107,0.544,0.439,0.533,0.454,-1.600,0.000,100.000,219.000,0.000
mode longSmall,0,70.000,500.000,499.000,-0.100,41.120,41.130,130.000,262.000,0.499,0.021,0.064,0.128,0.563,0.435,0.541,0.439,-0.100,0.000,100.000,274.000,0.000
mode longSmall,0,80.000,500.000,496.000,-0.800,41.110,41.140,130.000,261.000,0.496,0.021,0.064,0.130,0.560,0.431,0.541,0.441,-0.800,0.000,100.000,323.000,0.000
mode longSmall,0,5.000,600.000,616.000,2.700,52.230,52.250,130.000,375.000,0.616,0.020,0.059,0.096,0.675,0.557,0.650,0.563,2.700,0.000,100.000,22.000,0.000
mode longSmall,0,6.000,600.000,628.000,4.700,49.990,50.010,130.000,344.000,0.628,0.028,0.084,0.134,0.712,0.544,0.712,0.558,4.700,0.000,100.000,26.000,0.000
mode longSmall,0,8.000,600.000,595.000,-0.800,47.200,47.140,130.000,301.000,0.595,0.039,0.117,0.196,0.712,0.478,0.679,0.494,-0.800,0.000,100.000,34.000,0.000
mode longSmall,1,5.000,600.000,651.000,8.600,52.230,52.250,130.000,375.000,0.651,0.010,0.031,0.047,0.682,0.621,0.672,0.617,8.600,0.000,100.000,22.000,1.000
mode longSmall,1,6.000,600.000,630.000,5.000,50.070,50.010,130.000,344.000,0.630,0.042,0.125,0.199,0.755,0.505,0.736,0.511,5.000,2.000,100.000,26.000,0.000
mode longSmall,1,8.000,600.000,611.000,1.900,47.240,47.140,130.000,301.000,0.611,0.020,0.061,0.100,0.672,0.550,0.655,0.551,1.900,0.000,100.000,34.000,0.000
mode longSmall,2,5.000,600.000,696.000,16.000,52.160,52.250,130.000,375.000,0.696,0.014,0.042,0.060,0.738,0.654,0.736,0.672,16.000,5.000,100.000,22.000,1.000
mode longSmall,2,6.000,600.000,676.000,12.700,50.150,50.010,130.000,344.000,0.676,0.043,0.129,0.191,0.805,0.547,0.796,0.543,12.700,15.000,100.000,26.000,1.000
mode longSmall,2,8.000,600.000,625.000,4.200,47.160,47.140,130.000,301.000,0.625,0.023,0.069,0.110,0.694,0.557,0.674,0.563,4.200,0.000,100.000,32.000,0.000
mode longSmall,3,5.000,600.000,677.000,12.900,52.230,52.250,130.000,375.000,0.677,0.011,0.034,0.050,0.711,0.643,0.712,0.650,12.900,0.000,100.000,22.000,1.000
mode longSmall,3,6.000,600.000,677.000,12.800,50.040,50.010,130.000,344.000,0.677,0.025,0.076,0.112,0.753,0.601,0.736,0.620,12.800,5.000,100.000,26.000,1.000
mode longSmall,3,8.000,600.000,612.000,2.000,47.230,47.140,130.000,301.000,0.612,0.036,0.107,0.175,0.719,0.505,0.689,0.518,2.000,0.000,100.000,34.000,0.000
mode longSmall,0,10.000,600.000,646.000,7.700,52.190,52.250,130.000,375.000,0.646,0.017,0.050,0.078,0.697,0.596,0.687,0.608,7.700,0.000,100.000,42.000,1.000
mode longSmall,3,10.000,600.000,682.000,13.700,52.200,52.250,130.000,375.000,0.682,0.016,0.049,0.072,0.732,0.633,0.727,0.647,13.700,3.000,100.000,42.000,1.000
mode longSmall,0,15.000,600.000,658.000,9.600,52.300,52.250,130.000,375.000,0.658,0.027,0.080,0.122,0.738,0.578,0.719,0.608,9.600,0.000,100.000,60.000,1.000
mode longSmall,3,15.000,600.000,669.000,11.500,52.330,52.250,130.000,375.000,0.669,0.022,0.067,0.100,0.736,0.602,0.717,0.613,11.500,0.000,100.000,61.000,1.000
mode longSmall,0,20.000,600.000,659.000,9.800,52.330,52.250,130.000,375.000,0.659,0.024,0.072,0.109,0.730,0.587,0.704,0.585,9.800,0.000,100.000,75.000,1.000
mode longSmall,0,25.000,600.000,641.000,6.900,49.680,49.540,130.000,338.000,0.641,0.045,0.134,0.210,0.776,0.507,0.769,0.508,6.900,5.000,100.000,100.000,1.000
mode longSmall,0,30.000,600.000,619.000,3.200,47.620,47.680,130.000,310.000,0.619,0.041,0.124,0.201,0.743,0.495,0.684,0.464,3.200,2.000,100.000,121.000,0.000
mode longSmall,0,35.000,600.000,589.000,-1.800,46.500,46.550,130.000,290.000,0.589,0.020,0.061,0.103,0.650,0.529,0.655,0.528,-1.800,0.000,100.000,136.000,0.000
mode longSmall,0,40.000,600.000,584.000,-2.700,46.060,46.020,130.000,277.000,0.584,0.016,0.049,0.083,0.633,0.535,0.632,0.551,-2.700,0.000,100.000,158.000,0.000
mode longSmall,0,50.000,600.000,579.000,-3.500,46.220,46.300,130.000,266.000,0.579,0.014,0.043,0.075,0.623,0.536,0.608,0.543,-3.500,0.000,100.000,197.000,0.000
mode longSmall,0,60.000,600.000,593.000,-1.200,47.540,47.530,130.000,266.000,0.593,0.022,0.065,0.110,0.658,0.528,0.642,0.531,-1.200,0.000,100.000,220.000,0.000
mode longSmall,0,70.000,600.000,604.000,0.700,48.690,48.730,130.000,270.000,0.604,0.028,0.083,0.138,0.688,0.521,0.660,0.543,0.700,0.000,100.000,275.000,0.000
