Mode,Cavity,Freqm,PMs,PMm,%Error,EMBm,EMBs,PPs,Ps,PMm,SD,Tolerance,%Tol/Mean,Mean+3SD,Mean-3SD,Max,Min,%Error,OOB,Size,Marki,5%
mode dust,0,5.000,1000.000,944.000,-5.600,14.070,14.090,130.000,764.000,0.944,0.029,0.088,0.094,1.033,0.856,1.031,0.895,-5.600,0.000,100.000,22.000,1.000
mode dust,1,5.000,1000.000,916.000,-8.400,14.130,14.090,130.000,764.000,0.916,0.026,0.079,0.086,0.995,0.838,1.012,0.865,-8.400,0.000,100.000,22.000,1.000
mode dust,2,5.000,1000.000,939.000,-6.100,14.150,14.090,130.000,764.000,0.939,0.024,0.072,0.077,1.010,0.867,1.041,0.893,-6.100,0.000,100.000,22.000,1.000
mode dust,3,5.000,1000.000,983.000,-1.700,14.050,14.090,130.000,764.000,0.983,0.014,0.042,0.043,1.026,0.941,1.012,0.945,-1.700,0.000,100.000,22.000,0.000
mode dust,0,10.000,1000.000,933.000,-6.700,14.210,14.090,130.000,764.000,0.933,0.035,0.106,0.114,1.040,0.827,1.046,0.875,-6.700,0.000,100.000,42.000,1.000
mode dust,3,10.000,1000.000,954.000,-4.600,14.090,14.090,130.000,764.000,0.954,0.033,0.098,0.103,1.053,0.856,1.049,0.898,-4.600,0.000,100.000,42.000,0.000
mode dust,0,15.000,1000.000,932.000,-6.800,14.230,14.090,130.000,764.000,0.932,0.035,0.104,0.112,1.036,0.828,1.039,0.855,-6.800,0.000,100.000,56.000,1.000
mode dust,3,15.000,1000.000,928.000,-7.200,14.050,14.090,130.000,764.000,0.928,0.029,0.086,0.093,1.014,0.842,0.992,0.883,-7.200,0.000,100.000,62.000,1.000
mode dust,0,20.000,1000.000,956.000,-4.400,14.310,14.090,130.000,764.000,0.956,0.031,0.093,0.097,1.048,0.863,1.029,0.895,-4.400,0.000,100.000,74.000,0.000
mode dust,0,5.000,2000.000,1952.000,-2.400,26.010,26.120,130.000,809.000,1.952,0.016,0.049,0.025,2.001,1.903,1.979,1.909,-2.400,0.000,100.000,21.000,0.000
mode dust,1,5.000,2000.000,1991.000,-0.400,26.010,26.120,130.000,809.000,1.991,0.027,0.081,0.041,2.073,1.910,2.048,1.924,-0.400,0.000,100.000,22.000,0.000
mode dust,2,5.000,2000.000,1963.000,-1.800,26.050,26.120,130.000,809.000,1.963,0.018,0.055,0.028,2.018,1.908,2.021,1.921,-1.800,0.000,100.000,22.000,0.000
mode dust,3,5.000,2000.000,1970.000,-1.500,26.030,26.120,130.000,809.000,1.970,0.017,0.051,0.026,2.021,1.919,2.011,1.919,-1.500,0.000,100.000,22.000,0.000
mode dust,0,10.000,2000.000,1974.000,-1.300,25.960,26.120,130.000,809.000,1.974,0.030,0.091,0.046,2.065,1.883,2.050,1.909,-1.300,0.000,100.000,41.000,0.000
mode dust,3,10.000,2000.000,1971.000,-1.400,26.000,26.120,130.000,809.000,1.971,0.021,0.064,0.033,2.036,1.907,2.045,1.909,-1.400,0.000,100.000,41.000,0.000
mode dust,0,15.000,2000.000,1960.000,-2.000,25.990,26.120,130.000,809.000,1.960,0.023,0.070,0.036,2.030,1.890,2.016,1.914,-2.000,0.000,100.000,60.000,0.000
mode dust,3,15.000,2000.000,1965.000,-1.800,26.070,26.120,130.000,809.000,1.965,0.025,0.076,0.039,2.041,1.889,2.028,1.914,-1.800,0.000,100.000,61.000,0.000
mode dust,0,20.000,2000.000,1946.000,-2.700,26.050,26.120,130.000,809.000,1.946,0.025,0.075,0.039,2.022,1.871,2.008,1.892,-2.700,0.000,100.000,80.000,0.000
mode dust,0,5.000,3000.000,2985.000,-0.500,32.890,32.860,130.000,972.000,2.985,0.022,0.065,0.022,3.050,2.921,3.047,2.906,-0.500,0.000,100.000,22.000,0.000
mode dust,1,5.000,3000.000,3047.000,1.600,32.860,32.860,130.000,972.000,3.047,0.026,0.079,0.026,3.126,2.968,3.126,2.975,1.600,0.000,100.000,22.000,0.000
mode dust,2,5.000,3000.000,3120.000,4.000,32.870,32.860,130.000,972.000,3.120,0.025,0.076,0.024,3.196,3.045,3.176,3.045,4.000,0.000,100.000,22.000,0.000
mode dust,3,5.000,3000.000,3118.000,3.900,32.840,32.860,130.000,972.000,3.118,0.017,0.051,0.016,3.169,3.068,3.168,3.087,3.900,0.000,100.000,22.000,0.000
mode dust,0,10.000,3000.000,3000.000,0.000,32.860,32.860,130.000,972.000,3.000,0.035,0.106,0.035,3.106,2.894,3.087,2.901,0.000,0.000,100.000,42.000,0.000
mode dust,3,10.000,3000.000,3108.000,3.600,32.870,32.860,130.000,972.000,3.108,0.032,0.097,0.031,3.205,3.011,3.181,3.010,3.600,0.000,100.000,42.000,0.000
mode dust,0,15.000,3000.000,2991.000,-0.300,32.850,32.860,130.000,972.000,2.991,0.061,0.183,0.061,3.174,2.809,3.121,2.888,-0.300,0.000,100.000,61.000,0.000
mode dust,3,15.000,3000.000,3042.000,1.400,32.870,32.860,130.000,972.000,3.042,0.045,0.136,0.045,3.178,2.906,3.121,2.921,1.400,0.000,100.000,61.000,0.000
mode dust,0,20.000,3000.000,2986.000,-0.500,32.920,32.860,130.000,972.000,2.986,0.074,0.222,0.074,3.208,2.764,3.109,2.831,-0.500,0.000,100.000,81.000,0.000
mode dust,0,5.000,3500.000,3952.000,12.900,37.800,37.900,130.000,1005.000,3.952,0.021,0.063,0.016,4.014,3.889,3.997,3.905,12.900,0.000,100.000,22.000,1.000
mode dust,1,5.000,3500.000,3996.000,14.200,37.790,37.900,130.000,1005.000,3.996,0.025,0.076,0.019,4.072,3.921,4.056,3.932,14.200,0.000,100.000,22.000,1.000
mode dust,2,5.000,3500.000,4149.000,18.600,37.800,37.900,130.000,1005.000,4.149,0.022,0.065,0.016,4.214,4.085,4.200,4.091,18.600,0.000,100.000,22.000,1.000
mode dust,3,5.000,3500.000,4173.000,19.200,37.790,37.900,130.000,1005.000,4.173,0.027,0.080,0.019,4.254,4.093,4.222,4.071,19.200,14.000,100.000,22.000,1.000
mode dust,0,10.000,3500.000,3922.000,12.100,37.800,37.900,130.000,1005.000,3.922,0.029,0.087,0.022,4.008,3.835,3.992,3.853,12.100,0.000,100.000,42.000,1.000
mode dust,3,10.000,3500.000,4086.000,16.700,37.810,37.900,130.000,1005.000,4.086,0.045,0.135,0.033,4.221,3.951,4.187,3.977,16.700,0.000,100.000,39.000,1.000
mode dust,0,15.000,3500.000,3951.000,12.900,37.770,37.900,130.000,1005.000,3.951,0.080,0.240,0.061,4.190,3.711,4.088,3.801,12.900,0.000,100.000,61.000,1.000
mode dust,3,15.000,3500.000,4006.000,14.500,37.870,37.900,130.000,1005.000,4.006,0.089,0.267,0.067,4.273,3.739,4.123,3.825,14.500,0.000,100.000,61.000,1.000
mode dust,0,20.000,3500.000,3920.000,12.000,37.850,37.900,130.000,1005.000,3.920,0.098,0.295,0.075,4.215,3.624,4.086,3.734,12.000,0.000,100.000,81.000,1.000
