Mode,Cavity,Freqm,PMs,PMm,%Error,EMBm,EMBs,PPs,Ps,PMm,SD,Tolerance,%Tol/Mean,Mean+3SD,Mean-3SD,Max,Min,%Error,OOB,Size,Marki,5%
mode medium,0,5.000,800.000,816.000,2.000,18.300,18.370,130.000,365.000,0.816,0.029,0.087,0.107,0.903,0.728,0.880,0.756,2.000,0.000,100.000,22.000,0.000
mode medium,0,6.000,800.000,795.000,-0.600,17.670,17.700,130.000,333.000,0.795,0.038,0.115,0.144,0.910,0.681,0.910,0.719,-0.600,0.000,100.000,26.000,0.000
mode medium,0,8.000,800.000,781.000,-2.400,16.950,16.950,130.000,291.000,0.781,0.035,0.105,0.134,0.885,0.676,0.863,0.694,-2.400,0.000,100.000,34.000,0.000
mode medium,1,5.000,800.000,818.000,2.200,18.370,18.370,130.000,365.000,0.818,0.019,0.057,0.070,0.875,0.761,0.898,0.769,2.200,0.000,100.000,22.000,0.000
mode medium,1,6.000,800.000,817.000,2.100,17.720,17.700,130.000,333.000,0.817,0.053,0.158,0.194,0.975,0.659,0.930,0.674,2.100,0.000,100.000,26.000,0.000
mode medium,1,8.000,800.000,791.000,-1.100,16.950,16.950,130.000,291.000,0.791,0.024,0.071,0.090,0.862,0.720,0.865,0.736,-1.100,0.000,100.000,34.000,0.000
mode medium,2,5.000,800.000,891.000,11.400,18.350,18.370,130.000,365.000,0.891,0.032,0.097,0.109,0.988,0.794,0.989,0.838,11.400,6.000,100.000,22.000,1.000
mode medium,2,6.000,800.000,854.000,6.700,17.700,17.700,130.000,333.000,0.854,0.036,0.107,0.126,0.961,0.746,0.942,0.749,6.700,0.000,100.000,25.000,1.000
mode medium,2,8.000,800.000,815.000,1.900,16.940,16.950,130.000,291.000,0.815,0.017,0.051,0.062,0.866,0.765,0.855,0.776,1.900,0.000,100.000,34.000,0.000
mode medium,3,5.000,800.000,863.000,7.900,18.320,18.370,130.000,365.000,0.863,0.013,0.039,0.045,0.902,0.824,0.903,0.828,7.900,0.000,100.000,22.000,1.000
mode medium,3,6.000,800.000,861.000,7.700,17.710,17.700,130.000,333.000,0.861,0.026,0.079,0.092,0.941,0.782,0.930,0.801,7.700,0.000,100.000,25.000,1.000
mode medium,3,8.000,800.000,800.000,0.000,16.940,16.950,130.000,291.000,0.800,0.013,0.039,0.049,0.839,0.761,0.836,0.771,0.000,0.000,100.000,34.000,0.000
mode medium,0,10.000,800.000,806.000,0.800,18.120,18.180,130.000,365.000,0.806,0.022,0.065,0.081,0.872,0.741,0.858,0.754,0.800,0.000,100.000,41.000,0.000
mode medium,3,10.000,800.000,858.000,7.200,18.080,18.180,130.000,365.000,0.858,0.021,0.063,0.073,0.921,0.795,0.940,0.796,7.200,0.000,100.000,42.000,1.000
mode medium,0,15.000,800.000,825.000,3.200,18.170,18.190,130.000,365.000,0.825,0.038,0.114,0.138,0.940,0.711,0.950,0.766,3.200,0.000,100.000,61.000,0.000
mode medium,3,15.000,800.000,842.000,5.200,18.200,18.190,130.000,365.000,0.842,0.033,0.099,0.117,0.940,0.743,0.960,0.771,5.200,0.000,100.000,61.000,1.000
mode medium,0,20.000,800.000,830.000,3.800,18.210,18.240,130.000,365.000,0.830,0.034,0.101,0.122,0.932,0.729,0.932,0.759,3.800,0.000,100.000,81.000,0.000
mode medium,0,25.000,800.000,823.000,2.800,17.480,17.490,130.000,326.000,0.823,0.058,0.173,0.211,0.996,0.650,0.955,0.662,2.800,0.000,100.000,102.000,0.000
mode medium,0,30.000,800.000,799.000,-0.200,17.040,17.030,130.000,299.000,0.799,0.035,0.105,0.131,0.903,0.694,0.865,0.719,-0.200,0.000,100.000,123.000,0.000
mode medium,0,35.000,800.000,794.000,-0.700,16.990,16.970,130.000,282.000,0.794,0.028,0.083,0.105,0.878,0.711,0.851,0.662,-0.700,0.000,100.000,140.000,0.000
mode medium,0,40.000,800.000,791.000,-1.200,16.930,16.960,130.000,271.000,0.791,0.017,0.051,0.065,0.842,0.739,0.838,0.756,-1.200,0.000,100.000,162.000,0.000
